"unit_number","week","dt_hours","ma"
"HC11076","W41 - 23","0","100"
"HC11076","W40 - 23","0","100"
"HC11076","W39 - 23","13.58","91.92"
"HC11076","W38 - 23","0","100"
"HC11076","W37 - 23","0","100"
"HC11076","W36 - 23","0","100"
"HC11076","W35 - 23","2.18","98.7"
"HC11076","W34 - 23","0","100"
"HC11076","W33 - 23","0","100"
"HC11076","W32 - 23","0","100"
"HC11076","W31 - 23","0","100"
"HC11076","W30 - 23","0","100"
"HC11076","W29 - 23","0","100"
"HC11076","W28 - 23","0","100"
"HC11076","W27 - 23","0","100"
"HC11076","W26 - 23","0","100"
"HC11076","W25 - 23","0","100"
"HC11076","W24 - 23","0","100"
"HC11076","W23 - 23","0","100"
"HC11076","W22 - 23","0","100"
"HC11076","W21 - 23","0","100"
"HC11076","W20 - 23","0","100"
"HC11076","W19 - 23","29.41","82.49"
"HC11076","W18 - 23","0","100"
"HC11076","W17 - 23","35.1","79.11"
"HC11076","W16 - 23","0","100"
"HC11077","W53 - 23","0","100"
"HC11077","W52 - 23","0","100"
"HC11077","W51 - 23","0","100"
"HC11077","W49 - 23","0","100"
"HC11077","W48 - 23","0","100"
"HC11077","W47 - 23","0","100"
"HC11077","W46 - 23","0","100"
"HC11077","W45 - 23","0","100"
"HC11077","W44 - 23","0.022","99.98691"
"HC11077","W43 - 23","0.023","99.98631"
"HC11077","W42 - 23","0","100"
"HC11077","W41 - 23","0","100"
"HC11077","W40 - 23","0","100"
"HC11077","W39 - 23","0","100"
"HC11077","W38 - 23","0.071","99.95774"
"HC11077","W37 - 23","0","100"
"HC11077","W36 - 23","0","100"
"HC11079","W53 - 23","0","100"
"HC11079","W52 - 23","0","100"
"HC11079","W51 - 23","0","100"
"HC11079","W49 - 23","0","100"
"HC11079","W48 - 23","0","100"
"HC11079","W47 - 23","0","100"
"HC11079","W46 - 23","0","100"
"HC11079","W45 - 23","0","100"
"HC11079","W44 - 23","0","100"
"HC11079","W43 - 23","0","100"
"HC11079","W42 - 23","0","100"
"HC11079","W41 - 23","0","100"
"HC11079","W40 - 23","0","100"
"HC11079","W39 - 23","0","100"
"HC11079","W38 - 23","0","100"
"HC11079","W37 - 23","0","100"
"HC11079","W36 - 23","0","100"
"HC11079","W35 - 23","0","100"
"HC11079","W34 - 23","0","100"
"HC11079","W33 - 23","0","100"
"HC11079","W32 - 23","0","100"
"HC11079","W31 - 23","0","100"
"HC11079","W30 - 23","0","100"
"HC11079","W29 - 23","0","100"
"HC11079","W28 - 23","0","100"
"HC11079","W27 - 23","0","100"
"HC11079","W26 - 23","0","100"
"HC11079","W25 - 23","0","100"
"HC11079","W24 - 23","0","100"
"HC11079","W23 - 23","0","100"
"HC11079","W22 - 23","0","100"
"HC11079","W21 - 23","0","100"
"HC11079","W20 - 23","0","100"
"HC11079","W19 - 23","0","100"
"HC11079","W18 - 23","0","100"
"HC11079","W17 - 23","0","100"
"HC11079","W16 - 23","0","100"
"HC11099","W53 - 23","0","100"
"HC11099","W52 - 23","0","100"
"HC11099","W51 - 23","0","100"
"HC11099","W49 - 23","0","100"
"HC11099","W48 - 23","0","100"
"HC11099","W47 - 23","0","100"
"HC11099","W46 - 23","0","100"
"HC11099","W45 - 23","0","100"
"HC11099","W44 - 23","0","100"
"HC11099","W43 - 23","0","100"
"HC11099","W42 - 23","0","100"
"HC11099","W41 - 23","0","100"
"HC11099","W40 - 23","0","100"
"HC11099","W39 - 23","0","100"
"HC11099","W38 - 23","0","100"
"HC11099","W37 - 23","0","100"
"HC11099","W36 - 23","0","100"
"HC11099","W35 - 23","0","100"
"HC11099","W34 - 23","0","100"
"HC11099","W33 - 23","0","100"
"HC11099","W32 - 23","0","100"
"HC11099","W31 - 23","0","100"
"HC11099","W30 - 23","0","100"
"HC11099","W29 - 23","0","100"
"HC11099","W28 - 23","0","100"
"HC11099","W27 - 23","0","100"
"HC11099","W26 - 23","0","100"
"HC11099","W25 - 23","0","100"
"HC11099","W24 - 23","0","100"
"HC11099","W23 - 23","0","100"
"HC11099","W22 - 23","0","100"
"HC11099","W21 - 23","0","100"
"HC11099","W20 - 23","0","100"
"HC11099","W19 - 23","0","100"
"HC11099","W18 - 23","0","100"
"HC11099","W17 - 23","0","100"
"HC11099","W16 - 23","0","100"
"HC11100","W53 - 23","0.347","99.79345"
"HC11100","W52 - 23","1.13","99.32738"
"HC11100","W51 - 23","9.466","94.36548"
"HC11100","W49 - 23","0","100"
"HC11100","W48 - 23","0","100"
"HC11100","W47 - 23","37.778","77.51309"
"HC11100","W46 - 23","39.789","76.31607"
"HC11100","W45 - 23","0","100"
"HC11100","W44 - 23","30.932","81.5881"
"HC11100","W43 - 23","2.341","98.606544"
"HC11100","W42 - 23","2.289","98.6375"
"HC11100","W41 - 23","0.861","99.4875"
"HC11100","W40 - 23","0","100"
"HC11100","W39 - 23","2.402","98.57024"
"HC11100","W38 - 23","0","100"
"HC11100","W37 - 23","0","100"
"HC11100","W36 - 23","0","100"
"HC11100","W35 - 23","9.646","94.25833"
"HC11100","W34 - 23","88.694","47.20595"
"HC11100","W33 - 23","68.422","59.272617"
"HC11100","W32 - 23","89.571","46.68393"
"HC11100","W31 - 23","148.222","11.772619"
"HC11100","W30 - 23","168","0"
"HC11100","W29 - 23","145.177","13.585119"
"HC11100","W28 - 23","31.452","81.27857"
"HC11100","W27 - 23","19.833","88.19464"
"HC11100","W26 - 23","167.728","0.16190477"
"HC11100","W25 - 23","87.277","48.049404"
"HC11100","W24 - 23","20.912","87.55238"
"HC11100","W23 - 23","7.676","95.430954"
"HC11100","W22 - 23","0","100"
"HC11100","W21 - 23","2.793","98.3375"
"HC11100","W20 - 23","93.838","44.144047"
"HC11100","W19 - 23","17.073","89.8375"
"HC11100","W18 - 23","0.112","99.933334"
"HC11100","W17 - 23","24.85","85.208336"
"HC11100","W16 - 23","0.465","99.72321"
"HC11101","W53 - 23","4.64","97.2381"
"HC11101","W52 - 23","0","100"
"HC11101","W51 - 23","0","100"
"HC11101","W49 - 23","0","100"
"HC11101","W48 - 23","0","100"
"HC11101","W47 - 23","0","100"
"HC11101","W46 - 23","0.707","99.57917"
"HC11101","W45 - 23","0","100"
"HC11101","W44 - 23","18.623","88.91488"
"HC11101","W43 - 23","114.633","31.766071"
"HC11101","W42 - 23","0","100"
"HC11101","W41 - 23","0","100"
"HC11101","W40 - 23","0","100"
"HC11101","W39 - 23","0","100"
"HC11101","W38 - 23","0","100"
"HC11101","W37 - 23","0","100"
"HC11101","W36 - 23","0","100"
"HC11101","W35 - 23","2.04","98.78571"
"HC11101","W34 - 23","0","100"
"HC11101","W33 - 23","0","100"
"HC11101","W32 - 23","3.245","98.06845"
"HC11101","W31 - 23","0","100"
"HC11101","W30 - 23","0","100"
"HC11101","W29 - 23","0","100"
"HC11101","W28 - 23","3.974","97.63452"
"HC11101","W27 - 23","0","100"
"HC11101","W26 - 23","2.367","98.59107"
"HC11101","W25 - 23","2.324","98.61667"
"HC11101","W24 - 23","0","100"
"HC11101","W23 - 23","78.998","52.977383"
"HC11101","W22 - 23","0","100"
"HC11101","W21 - 23","2.466","98.53214"
"HC11101","W20 - 23","0","100"
"HC11101","W19 - 23","0","100"
"HC11101","W18 - 23","0","100"
"HC11101","W17 - 23","0.604","99.64047"
"HC11101","W16 - 23","6.537","96.108925"
"HC11102","W53 - 23","0","100"
"HC11102","W52 - 23","0","100"
"HC11102","W51 - 23","0","100"
"HC11102","W49 - 23","0","100"
"HC11102","W48 - 23","0","100"
"HC11102","W47 - 23","0","100"
"HC11102","W46 - 23","0","100"
"HC11102","W45 - 23","0","100"
"HC11102","W44 - 23","0","100"
"HC11102","W43 - 23","0","100"
"HC11102","W42 - 23","0","100"
"HC11102","W41 - 23","0","100"
"HC11102","W40 - 23","0","100"
"HC11102","W39 - 23","0","100"
"HC11102","W38 - 23","0","100"
"HC11102","W37 - 23","0","100"
"HC11102","W36 - 23","0","100"
"HC11102","W35 - 23","0","100"
"HC11102","W34 - 23","0","100"
"HC11102","W33 - 23","0","100"
"HC11102","W32 - 23","0","100"
"HC11102","W31 - 23","0","100"
"HC11102","W30 - 23","0","100"
"HC11102","W29 - 23","0","100"
"HC11102","W28 - 23","0","100"
"HC11102","W27 - 23","0","100"
"HC11102","W26 - 23","0","100"
"HC11102","W25 - 23","0","100"
"HC11102","W24 - 23","0","100"
"HC11102","W23 - 23","0","100"
"HC11102","W22 - 23","0","100"
"HC11102","W21 - 23","0","100"
"HC11102","W20 - 23","0","100"
"HC11102","W19 - 23","0","100"
"HC11102","W18 - 23","0","100"
"HC11102","W17 - 23","0","100"
"HC11102","W16 - 23","0","100"
"HC11103","W53 - 23","0","100"
"HC11103","W52 - 23","0","100"
"HC11103","W51 - 23","0","100"
"HC11103","W49 - 23","0","100"
"HC11103","W48 - 23","0","100"
"HC11103","W47 - 23","0","100"
"HC11103","W46 - 23","0","100"
"HC11103","W45 - 23","0","100"
"HC11103","W44 - 23","0","100"
"HC11103","W43 - 23","0","100"
"HC11103","W42 - 23","0","100"
"HC11103","W41 - 23","0","100"
"HC11103","W40 - 23","0","100"
"HC11103","W39 - 23","0","100"
"HC11103","W38 - 23","0","100"
"HC11103","W37 - 23","0","100"
"HC11103","W36 - 23","0","100"
"HC11103","W35 - 23","0","100"
"HC11103","W34 - 23","0","100"
"HC11103","W33 - 23","0","100"
"HC11103","W32 - 23","0","100"
"HC11103","W31 - 23","0","100"
"HC11103","W30 - 23","0","100"
"HC11103","W29 - 23","0","100"
"HC11103","W28 - 23","0","100"
"HC11103","W27 - 23","0","100"
"HC11103","W26 - 23","0","100"
"HC11103","W25 - 23","0","100"
"HC11103","W24 - 23","0","100"
"HC11103","W23 - 23","0","100"
"HC11103","W22 - 23","0","100"
"HC11103","W21 - 23","0","100"
"HC11103","W20 - 23","0","100"
"HC11103","W19 - 23","0","100"
"HC11103","W18 - 23","0","100"
"HC11103","W17 - 23","0","100"
"HC11103","W16 - 23","0","100"
"HC11104","W53 - 23","0","100"
"HC11104","W52 - 23","0","100"
"HC11104","W51 - 23","0","100"
"HC11104","W49 - 23","0","100"
"HC11104","W48 - 23","0","100"
"HC11104","W47 - 23","0","100"
"HC11104","W46 - 23","0","100"
"HC11104","W45 - 23","0","100"
"HC11104","W44 - 23","0","100"
"HC11104","W43 - 23","0","100"
"HC11104","W42 - 23","0","100"
"HC11104","W41 - 23","0","100"
"HC11104","W40 - 23","0","100"
"HC11104","W39 - 23","0","100"
"HC11104","W38 - 23","0","100"
"HC11104","W37 - 23","0","100"
"HC11104","W36 - 23","0","100"
"HC11104","W35 - 23","0","100"
"HC11104","W34 - 23","0","100"
"HC11104","W33 - 23","0","100"
"HC11104","W32 - 23","0","100"
"HC11104","W31 - 23","0","100"
"HC11104","W30 - 23","0","100"
"HC11104","W29 - 23","0","100"
"HC11104","W28 - 23","0","100"
"HC11104","W27 - 23","0","100"
"HC11104","W26 - 23","0","100"
"HC11104","W25 - 23","0","100"
"HC11104","W24 - 23","0","100"
"HC11104","W23 - 23","0","100"
"HC11104","W22 - 23","0","100"
"HC11104","W21 - 23","0","100"
"HC11104","W20 - 23","0","100"
"HC11104","W19 - 23","0","100"
"HC11104","W18 - 23","0","100"
"HC11104","W17 - 23","0","100"
"HC11104","W16 - 23","0","100"
"HC11105","W53 - 23","0","100"
"HC11105","W52 - 23","0","100"
"HC11105","W51 - 23","0","100"
"HC11105","W49 - 23","0","100"
"HC11105","W48 - 23","0","100"
"HC11105","W47 - 23","0","100"
"HC11105","W46 - 23","0","100"
"HC11105","W45 - 23","0","100"
"HC11105","W44 - 23","0","100"
"HC11105","W43 - 23","0","100"
"HC11105","W42 - 23","0","100"
"HC11105","W41 - 23","0","100"
"HC11105","W40 - 23","0","100"
"HC11105","W39 - 23","0","100"
"HC11105","W38 - 23","0","100"
"HC11105","W37 - 23","0","100"
"HC11105","W36 - 23","0","100"
"HC11105","W35 - 23","0","100"
"HC11105","W34 - 23","0","100"
"HC11105","W33 - 23","0","100"
"HC11105","W32 - 23","0","100"
"HC11105","W31 - 23","0","100"
"HC11105","W30 - 23","0","100"
"HC11105","W29 - 23","0","100"
"HC11105","W28 - 23","0","100"
"HC11105","W27 - 23","0","100"
"HC11105","W26 - 23","0","100"
"HC11105","W25 - 23","0","100"
"HC11105","W24 - 23","0","100"
"HC11105","W23 - 23","0","100"
"HC11105","W22 - 23","0","100"
"HC11105","W21 - 23","0","100"
"HC11105","W20 - 23","0","100"
"HC11105","W19 - 23","0","100"
"HC11105","W18 - 23","0","100"
"HC11105","W17 - 23","0","100"
"HC11105","W16 - 23","0","100"
"HC11108","W53 - 23","0","100"
"HC11108","W52 - 23","0.06","99.96"
"HC11108","W51 - 23","0","100"
"HC11108","W49 - 23","0","100"
"HC11108","W48 - 23","0.02","99.99"
"HC11108","W47 - 23","0","100"
"HC11108","W46 - 23","0","100"
"HC11108","W45 - 23","0","100"
"HC11108","W44 - 23","0","100"
"HC11108","W43 - 23","0","100"
"HC11108","W42 - 23","0","100"
"HC11108","W41 - 23","0","100"
"HC11108","W40 - 23","0","100"
"HC11108","W39 - 23","0","100"
"HC11108","W38 - 23","0","100"
"HC11108","W37 - 23","0","100"
"HC11108","W36 - 23","0","100"
"HC11108","W35 - 23","0","100"
"HC11108","W34 - 23","0","100"
"HC11108","W33 - 23","0","100"
"HC11108","W32 - 23","0","100"
"HC11108","W31 - 23","0","100"
"HC11108","W30 - 23","0","100"
"HC11108","W29 - 23","0.18","99.89"
"HC11108","W28 - 23","0.01","99.99"
"HC11108","W27 - 23","0","100"
"HC11108","W26 - 23","0","100"
"HC11108","W25 - 23","0","100"
"HC11108","W24 - 23","0","100"
"HC11108","W23 - 23","0","100"
"HC11108","W22 - 23","0","100"
"HC11108","W21 - 23","0","100"
"HC11108","W20 - 23","9.31","94.46"
"HC11108","W19 - 23","0","100"
"HC11108","W18 - 23","0","100"
"HC11108","W17 - 23","0","100"
"HC11108","W16 - 23","0","100"
"HC11226","W53 - 23","0","100"
"HC11226","W52 - 23","0","100"
"HC11226","W51 - 23","0","100"
"HC11226","W49 - 23","0","100"
"HC11226","W48 - 23","0","100"
"HC11226","W47 - 23","0","100"
"HC11226","W46 - 23","0","100"
"HC11226","W45 - 23","0","100"
"HC11226","W44 - 23","0","100"
"HC11226","W43 - 23","0","100"
"HC11226","W42 - 23","0","100"
"HC11226","W41 - 23","0","100"
"HC11226","W40 - 23","0","100"
"HC11226","W39 - 23","0","100"
"HC11226","W38 - 23","0","100"
"HC11226","W37 - 23","0","100"
"HC11226","W36 - 23","0","100"
"HC11226","W35 - 23","0","100"
"HC11226","W34 - 23","0","100"
"HC11226","W33 - 23","0","100"
"HC11226","W32 - 23","0","100"
"HC11226","W31 - 23","0","100"
"HC11226","W30 - 23","0","100"
"HC11226","W29 - 23","0","100"
"HC11226","W28 - 23","0","100"
"HC11226","W27 - 23","0","100"
"HC11226","W26 - 23","0","100"
"HC11226","W25 - 23","0","100"
"HC11226","W24 - 23","0","100"
"HC11226","W23 - 23","0","100"
"HC11226","W22 - 23","0","100"
"HC11226","W21 - 23","0","100"
"HC11226","W20 - 23","0","100"
"HC11226","W19 - 23","0","100"
"HC11226","W18 - 23","0","100"
"HC11226","W17 - 23","0","100"
"HC11226","W16 - 23","0","100"
"HC11228","W53 - 23","0","100"
"HC11228","W52 - 23","0","100"
"HC11228","W51 - 23","0","100"
"HC11228","W49 - 23","0","100"
"HC11228","W48 - 23","0","100"
"HC11228","W47 - 23","0","100"
"HC11228","W46 - 23","0","100"
"HC11228","W45 - 23","0","100"
"HC11228","W44 - 23","0","100"
"HC11228","W43 - 23","0","100"
"HC11228","W42 - 23","0","100"
"HC11228","W41 - 23","0","100"
"HC11228","W40 - 23","0","100"
"HC11228","W39 - 23","0","100"
"HC11228","W38 - 23","0","100"
"HC11228","W37 - 23","0","100"
"HC11228","W36 - 23","0","100"
"HC11228","W35 - 23","0","100"
"HC11228","W34 - 23","0","100"
"HC11228","W33 - 23","0","100"
"HC11228","W32 - 23","0","100"
"HC11228","W31 - 23","0","100"
"HC11228","W30 - 23","0","100"
"HC11228","W29 - 23","0","100"
"HC11228","W28 - 23","0","100"
"HC11228","W27 - 23","0","100"
"HC11228","W26 - 23","0","100"
"HC11228","W25 - 23","0","100"
"HC11228","W24 - 23","0","100"
"HC11228","W23 - 23","0","100"
"HC11228","W22 - 23","0","100"
"HC11228","W21 - 23","0","100"
"HC11228","W20 - 23","0","100"
"HC11228","W19 - 23","0","100"
"HC11228","W18 - 23","0","100"
"HC11228","W17 - 23","0","100"
"HC11228","W16 - 23","0","100"
"HC11229","W53 - 23","0","100"
"HC11229","W52 - 23","0","100"
"HC11229","W51 - 23","0","100"
"HC11229","W49 - 23","0","100"
"HC11229","W48 - 23","0","100"
"HC11229","W47 - 23","0","100"
"HC11229","W46 - 23","10.83","93.55"
"HC11229","W45 - 23","0","100"
"HC11229","W44 - 23","0","100"
"HC11229","W43 - 23","0","100"
"HC11229","W42 - 23","0","100"
"HC11229","W41 - 23","0","100"
"HC11229","W40 - 23","0","100"
"HC11229","W39 - 23","0","100"
"HC11229","W38 - 23","0","100"
"HC11229","W37 - 23","2.28","98.64"
"HC11229","W36 - 23","15.52","90.76"
"HC11229","W35 - 23","0","100"
"HC11229","W34 - 23","0","100"
"HC11229","W33 - 23","0","100"
"HC11229","W32 - 23","0","100"
"HC11229","W31 - 23","0","100"
"HC11229","W30 - 23","0","100"
"HC11229","W29 - 23","4.71","97.2"
"HC11229","W28 - 23","0","100"
"HC11229","W27 - 23","1.16","99.31"
"HC11229","W26 - 23","0","100"
"HC11229","W25 - 23","0","100"
"HC11229","W24 - 23","0","100"
"HC11229","W23 - 23","0","100"
"HC11229","W22 - 23","0","100"
"HC11229","W21 - 23","0","100"
"HC11229","W20 - 23","0","100"
"HC11229","W19 - 23","0","100"
"HC11229","W18 - 23","0","100"
"HC11229","W17 - 23","0","100"
"HC11229","W16 - 23","0","100"
"HC11277","W53 - 23","168","0"
"HC11277","W52 - 23","168","0"
"HC11277","W51 - 23","168","0"
"HC11277","W49 - 23","168","0"
"HC11277","W48 - 23","168","0"
"HC11277","W47 - 23","168","0"
"HC11277","W46 - 23","168","0"
"HC11277","W45 - 23","168","0"
"HC11277","W44 - 23","168","0"
"HC11277","W43 - 23","168","0"
"HC11277","W42 - 23","168","0"
"HC11277","W41 - 23","168","0"
"HC11277","W40 - 23","168","0"
"HC11277","W39 - 23","168","0"
"HC11277","W38 - 23","168","0"
"HC11277","W37 - 23","168","0"
"HC11277","W36 - 23","168","0"
"HC11277","W35 - 23","168","0"
"HC11277","W34 - 23","168","0"
"HC11277","W33 - 23","168","0"
"HC11277","W32 - 23","168","0"
"HC11277","W31 - 23","168","0"
"HC11277","W30 - 23","168","0"
"HC11277","W29 - 23","168","0"
"HC11277","W28 - 23","168","0"
"HC11277","W27 - 23","168","0"
"HC11277","W26 - 23","168","0"
"HC11277","W25 - 23","168","0"
"HC11277","W24 - 23","168","0"
"HC11277","W23 - 23","168","0"
"HC11277","W22 - 23","168","0"
"HC11277","W21 - 23","168","0"
"HC11277","W20 - 23","168","0"
"HC11277","W19 - 23","168","0"
"HC11277","W18 - 23","168","0"
"HC11277","W17 - 23","168","0"
"HC11277","W16 - 23","168","0"
"HC11280","W53 - 23","0","100"
"HC11280","W52 - 23","0","100"
"HC11280","W51 - 23","0","100"
"HC11280","W49 - 23","0","100"
"HC11280","W48 - 23","0","100"
"HC11280","W47 - 23","0","100"
"HC11280","W46 - 23","0","100"
"HC11280","W45 - 23","0","100"
"HC11280","W44 - 23","0","100"
"HC11280","W43 - 23","0","100"
"HC11280","W42 - 23","0","100"
"HC11280","W41 - 23","0","100"
"HC11280","W40 - 23","0","100"
"HC11280","W39 - 23","0","100"
"HC11280","W38 - 23","0","100"
"HC11280","W37 - 23","0","100"
"HC11280","W36 - 23","48","71.43"
"HC11280","W35 - 23","12.73","92.42"
"HC11280","W34 - 23","0","100"
"HC11280","W33 - 23","14.39","91.43"
"HC11280","W32 - 23","0","100"
"HC11280","W31 - 23","0","100"
"HC11280","W30 - 23","0","100"
"HC11280","W29 - 23","0","100"
"HC11280","W28 - 23","59.97","64.3"
"HC11280","W27 - 23","12.04","92.83"
"HC11280","W26 - 23","0.28","99.83"
"HC11280","W25 - 23","0","100"
"HC11280","W24 - 23","0","100"
"HC11280","W23 - 23","0","100"
"HC11280","W22 - 23","0","100"
"HC11280","W21 - 23","0","100"
"HC11280","W20 - 23","0","100"
"HC11280","W19 - 23","0","100"
"HC11280","W18 - 23","0","100"
"HC11280","W17 - 23","0","100"
"HC11280","W16 - 23","0","100"
"HC11281","W53 - 23","0","100"
"HC11281","W52 - 23","0","100"
"HC11281","W51 - 23","19.65","88.3"
"HC11281","W49 - 23","0","100"
"HC11281","W48 - 23","0","100"
"HC11281","W47 - 23","0","100"
"HC11281","W46 - 23","0","100"
"HC11281","W45 - 23","0","100"
"HC11281","W44 - 23","0","100"
"HC11281","W43 - 23","0","100"
"HC11281","W42 - 23","0","100"
"HC11281","W41 - 23","0.05","99.97"
"HC11281","W40 - 23","0","100"
"HC11281","W39 - 23","0","100"
"HC11281","W38 - 23","0","100"
"HC11281","W37 - 23","12.54","92.53"
"HC11281","W36 - 23","0","100"
"HC11281","W35 - 23","0","100"
"HC11281","W34 - 23","0","100"
"HC11281","W33 - 23","0","100"
"HC11281","W32 - 23","0","100"
"HC11281","W31 - 23","0","100"
"HC11281","W30 - 23","0","100"
"HC11281","W29 - 23","0","100"
"HC11281","W28 - 23","0","100"
"HC11281","W27 - 23","0","100"
"HC11281","W26 - 23","0","100"
"HC11281","W25 - 23","0","100"
"HC11281","W24 - 23","0","100"
"HC11281","W23 - 23","0","100"
"HC11281","W22 - 23","0","100"
"HC11281","W21 - 23","0","100"
"HC11281","W20 - 23","0","100"
"HC11281","W19 - 23","0","100"
"HC11281","W18 - 23","0","100"
"HC11281","W17 - 23","0","100"
"HC11281","W16 - 23","0","100"
"HC11282","W53 - 23","0","100"
"HC11282","W52 - 23","0","100"
"HC11282","W51 - 23","0","100"
"HC11282","W49 - 23","0","100"
"HC11282","W48 - 23","0","100"
"HC11282","W47 - 23","0","100"
"HC11282","W46 - 23","0","100"
"HC11282","W45 - 23","0","100"
"HC11282","W44 - 23","0","100"
"HC11282","W43 - 23","0","100"
"HC11282","W42 - 23","0","100"
"HC11282","W41 - 23","0","100"
"HC11282","W40 - 23","0","100"
"HC11282","W39 - 23","0","100"
"HC11282","W38 - 23","0","100"
"HC11282","W37 - 23","0","100"
"HC11282","W36 - 23","0","100"
"HC11282","W35 - 23","0","100"
"HC11282","W34 - 23","0","100"
"HC11282","W33 - 23","0","100"
"HC11282","W32 - 23","0","100"
"HC11282","W31 - 23","0","100"
"HC11282","W30 - 23","0","100"
"HC11282","W29 - 23","0","100"
"HC11282","W28 - 23","0","100"
"HC11282","W27 - 23","0","100"
"HC11282","W26 - 23","0","100"
"HC11282","W25 - 23","0","100"
"HC11282","W24 - 23","0","100"
"HC11282","W23 - 23","0","100"
"HC11282","W22 - 23","0","100"
"HC11282","W21 - 23","0","100"
"HC11282","W20 - 23","0","100"
"HC11282","W19 - 23","0","100"
"HC11282","W18 - 23","0","100"
"HC11282","W17 - 23","0","100"
"HC11282","W16 - 23","0","100"
"HC11283","W53 - 23","0","100"
"HC11283","W52 - 23","0","100"
"HC11283","W51 - 23","0","100"
"HC11283","W49 - 23","0","100"
"HC11283","W48 - 23","0","100"
"HC11283","W47 - 23","0","100"
"HC11283","W46 - 23","0","100"
"HC11283","W45 - 23","26.22","84.39"
"HC11283","W44 - 23","0","100"
"HC11283","W43 - 23","0","100"
"HC11283","W42 - 23","0","100"
"HC11283","W41 - 23","0","100"
"HC11283","W40 - 23","0","100"
"HC11283","W39 - 23","0","100"
"HC11283","W38 - 23","0","100"
"HC11283","W37 - 23","0","100"
"HC11283","W36 - 23","0","100"
"HC11283","W35 - 23","0","100"
"HC11283","W34 - 23","0","100"
"HC11283","W33 - 23","3.17","98.11"
"HC11283","W32 - 23","0","100"
"HC11283","W31 - 23","1.03","99.39"
"HC11283","W30 - 23","0","100"
"HC11283","W29 - 23","0","100"
